"","X","profile_identifier","latitude","longitude","clay.0.5.cm","silt.0.5.cm","sand.0.5.cm","trans_1","trans_2"
"856",856,"IGAC-ATLA-CA-25",10.58351763,-74.83451732,28.45888317,31.77987461,39.76124222,0.334432274460521,0.110372865739991
"858",858,"IGAC-ATLA-CA-28",10.46017835,-74.8728137,44.83923421,28.71214026,26.44862553,-0.527879327665031,-0.445763480880949
"859",859,"IGAC-ATLA-CA-3",10.7333293,-74.74125745,54.67584727,29.52183624,15.80231649,-1.24126552034458,-0.616291861872195
"860",860,"IGAC-ATLA-CA-32",10.29338671,-74.92239143,24.20021653,43.05427521,32.74550825,0.302404219359944,0.57609995331369
"862",862,"IGAC-ATLA-CA-36",10.61728242,-75.16094576,24.54716412,26.46310539,48.98973049,0.691014361200614,0.0751551803705358
"866",866,"IGAC-ATLA-CA-41",11.00125306,-74.83911956,35.45446441,11.37770021,53.16783538,0.405204434933239,-1.13659386268543
"867",867,"IGAC-ATLA-CA-42",10.49577308,-75.14431602,26.50478087,25.98464862,47.51057051,0.583627096426635,-0.0198192009566972
"868",868,"IGAC-ATLA-CA-43",10.64767316,-75.06685644,69.67423912,29.59672197,0.729038915,-4.55985881994607,-0.856167041951506
"870",870,"IGAC-ATLA-CA-7",10.62443551,-74.82249612,6.270663904,8.649753633,85.07958246,2.60770484785889,0.321648603959326
"871",871,"IGAC-ATLA-CA-9",10.79008815,-74.7659701,11.2730905,10.71514953,78.01175998,1.9344410702377,-0.0507599300305959
"872",872,"IGAC-ATLA-P-2",10.3737157,-75.03592207,49.68765088,36.07151028,14.24083884,-1.24964261743632,-0.320253064142902
"873",873,"IGAC-BOL-BL-111",10.17361111,-75.47083332,30.94947994,42.18786133,26.86265873,-0.141619024826319,0.309776337696918
"874",874,"IGAC-BOL-BL-120",10.21944445,-75.60138889,8.503876343,17.95604851,73.54007514,2.15730839773506,0.747404922625543
"875",875,"IGAC-BOL-BL-121",10.29722221,-75.43194444,26.87258116,45.28988117,27.83753767,0.0352789067447225,0.521977154758231
"876",876,"IGAC-BOL-BL-122",10.51666667,-75.4736111,32.32834908,35.48880787,32.18284305,-0.004511039772893,0.0932728497176718
"879",879,"IGAC-BOL-BL-125",10.38055556,-75.58194444,25.29487179,18.17628205,56.52884615,0.80414938005242,-0.330484119006412
"880",880,"IGAC-BOL-BL-126",10.63601391,-75.43175697,14.12524697,10.16535542,75.70939761,1.67893853405743,-0.328978349936133
"882",882,"IGAC-BOL-BL-128",10.39445176,-75.14794612,41.44796148,26.79981325,31.75222527,-0.266475890027989,-0.436043780945838
"883",883,"IGAC-BOL-BL-129",10.26388889,-74.94583334,4.322764342,27.06110331,68.61613234,2.76463258079829,1.83420230304609
"884",884,"IGAC-BOL-BL-13",10.40972221,-75.19305556,17.14887962,14.50013224,68.35098813,1.38272317678033,-0.167775073813139
"885",885,"IGAC-BOL-BL-130",10.27205783,-74.96094672,27.05226516,29.1375882,43.81014664,0.48209470747348,0.074258289856587
"886",886,"IGAC-BOL-BL-131",10.00555556,-75.17111111,25.54659904,29.69552226,44.7578787,0.560763291749895,0.150492070976441
"887",887,"IGAC-BOL-BL-132",10.12916667,-75.23055556,29.35998734,40.16435573,30.47565693,0.0372954589453587,0.313347156367216
"888",888,"IGAC-BOL-BL-133",9.966666673,-75.30083334,29.97565901,44.41240253,25.61193846,-0.157327097119283,0.393133080699326
"891",891,"IGAC-BOL-BL-136",9.279486824,-74.82092904,12.84115408,14.3510125,72.80783342,1.7351683754944,0.111165321365215
"894",894,"IGAC-BOL-BL-139",9.212500002,-74.75694443,31.32670364,61.35375219,7.319544176,-1.45392283026093,0.672185444420917
"895",895,"IGAC-BOL-BL-140",9.261974824,-74.80319719,16.66667154,16.01900292,67.31432554,1.39596206576027,-0.0396353091571256
"896",896,"IGAC-BOL-BL-142",9.284722223,-74.60277778,5.995754011,19.95014099,74.054105,2.51374442081209,1.20218465659705
"898",898,"IGAC-BOL-BL-144",9.17592602,-74.35934651,59.61355564,10.19024415,30.19620021,-0.680166896230297,-1.76645218512201
"899",899,"IGAC-BOL-BL-145",9.18611111,-74.36111111,32.89691947,40.63128274,26.47179779,-0.217299088303686,0.211159260497271
"900",900,"IGAC-BOL-BL-146",9.216500694,-74.37876981,32.37171922,43.0382512,24.59002958,-0.274944118895404,0.284804105006967
"902",902,"IGAC-BOL-BL-148",9.516194419,-74.89510951,39.81574039,24.88274889,35.30151072,-0.120336561667809,-0.470087573591545
"904",904,"IGAC-BOL-BL-150",9.475000007,-74.8125,13.42195842,12.31779775,74.26024383,1.71068367837477,-0.0858468657637558
"905",905,"IGAC-BOL-BL-151",9.751388892,-75.12638889,49.11099585,19.77748963,31.11151452,-0.456504965329775,-0.909538554212953
"906",906,"IGAC-BOL-BL-152",10.03833333,-74.96666666,25.43063553,30.38984061,44.17952386,0.552306850188561,0.178153791627023
"907",907,"IGAC-BOL-BL-153",9.998611115,-75.06527778,24.74358974,26,49.25641026,0.688473061647527,0.0495300829572203
"908",908,"IGAC-BOL-BL-154",10.00138889,-75.05555556,47.55000132,27.48356698,24.9664317,-0.644249626155826,-0.548193555055505
"910",910,"IGAC-BOL-BL-156",9.698611108,-75.16388889,42.25830091,19.7085532,38.03314589,-0.105342765956208,-0.76274809164071
"911",911,"IGAC-BOL-BL-157",10.34944818,-75.43548807,39.02912595,31.40630232,29.56457173,-0.277731443171279,-0.21729960302719
"912",912,"IGAC-BOL-BL-29",10.44172515,-75.28807333,42.20648599,29.85614733,27.93736667,-0.412608805753454,-0.346183146338122
"913",913,"IGAC-BOL-BL-49",10.46249999,-75.34722222,38.88291723,44.38581588,16.73126689,-0.843275770639059,0.132364947823802
"914",914,"IGAC-BOL-BL-50",10.24861112,-75.38194444,4.47950081,47.42987294,48.09062625,2.37357566378344,2.35974064711146
"916",916,"IGAC-BOL-BL-58",10.07129077,-75.39359452,26.80125716,66.70407299,6.494669858,-1.41746697671824,0.911817220003225
"919",919,"IGAC-BOL-BL-86",10.17361112,-75.05055556,25.19472617,18.85337583,55.951898,0.797857663680999,-0.289942706663079
"923",923,"IGAC-BOL-P-03",9.194444439,-74.32777777,9.731759066,8.396306216,81.87193472,2.12976158698991,-0.147602794783835
"925",925,"IGAC-BOL-PC-16",10.58944444,-75.45416667,32.04157953,40.04934573,27.90907474,-0.138082524234032,0.223077917377184
"927",927,"IGAC-BOL-PC-21",9.727224319,-75.17088764,31.96422982,33.78627745,34.24949273,0.0690542943455556,0.0554372679980345
"928",928,"IGAC-BOL-PC-23",10.60194444,-75.44222223,43.67510198,31.90417083,24.42072719,-0.581345944292168,-0.31404144272554
"929",929,"IGAC-BOL-PC-24",9.706944438,-75.13055556,57.45537598,13.98075513,28.56386889,-0.698865982959193,-1.41332682622375
"930",930,"IGAC-BOL-PC-25",10.58834393,-75.44152798,32.50808418,45.41826828,22.07364755,-0.38710432392902,0.334425606730154
"931",931,"IGAC-BOL-PC-27",10.63442271,-75.437696,4.471801141,4.397265146,91.13093371,3.01450603707992,-0.0168084773381993
"932",932,"IGAC-BOL-PC-28",9.594444435,-75.04583333,20.33123898,19.96502578,59.70373525,1.07723601622637,-0.0181765374425738
"933",933,"IGAC-BOL-PC-33",10.54583333,-75.4925,51.70687857,16.06974413,32.22337729,-0.472898628507093,-1.16865256303259
"934",934,"IGAC-BOL-PC-38",10.58547172,-75.46492775,17.76414128,22.49164134,59.74421738,1.21289051531513,0.235961853626709
"935",935,"IGAC-BOL-PC-45",9.733333321,-75.2361111,43.88355018,31.51323977,24.60321004,-0.578662614841418,-0.331131771012879
"937",937,"IGAC-BOL-PC-47",9.68033121,-75.10815179,22.94719101,23.68426966,53.36853933,0.844025888287724,0.0316155674132519
"938",938,"IGAC-BOL-PJ-31",10.09444444,-75.14444444,21.83029683,22.1578455,56.01185767,0.942264644615157,0.0148928646106954
"939",939,"IGAC-BOL-PJ-38",10.07809578,-75.09497065,33.77016214,26.95746504,39.27237281,0.15094365404483,-0.225317380771795
"940",940,"IGAC-BOL-PJ-52",9.891666671,-75.26388889,11.98953637,28.0488705,59.96159313,1.60966994252626,0.849914063543193
"942",942,"IGAC-BOL-PS-10",9.15,-75.26666667,24.67787611,18.54828485,56.77383904,0.833168501142959,-0.285529814340551
"943",943,"IGAC-BOL-PS-20",9.266666667,-75.2,43.77832435,22.15770256,34.06397308,-0.250898499162374,-0.680953635621863
"944",944,"IGAC-BOL-PZ-1",9.765137194,-74.81049339,11.87485078,17.40172504,70.72342418,1.78435405204506,0.382146557589284
"945",945,"IGAC-BOL-PZ-3",9.748218468,-74.83099851,42.82218155,28.13664426,29.04117419,-0.388341606172046,-0.419983435875114
"947",947,"IGAC-BOL-PZ-7",9.755555557,-74.83333334,19.67951479,13.99469284,66.32579237,1.21500061038918,-0.340900061452448
"948",948,"IGAC-BOL-PZ-8",9.759720317,-74.8302016,11.64639136,4.489300907,83.86430774,1.97420373113465,-0.953299387889776
"949",949,"IGAC-BOL-SB-1",8.777687809,-74.01266005,23.91778001,58.03729753,18.04492246,-0.281757774778596,0.886463748904524
"950",950,"IGAC-BOL-SB-12",8.746445993,-74.00331926,14,29.12621359,56.87378641,1.40177720958205,0.732581249728686
"952",952,"IGAC-BOL-SB-14",8.819444449,-74.30333333,11.28498108,64.43281914,24.28219977,0.766270828463444,1.74215038357008
"953",953,"IGAC-BOL-SB-15",8.400833337,-74.55055556,23.17269158,46.20502469,30.62228373,0.278753472108483,0.690114053405412
"956",956,"IGAC-BOL-SB-2",8.790833332,-74.03388889,15.42996348,19.95970872,64.61032781,1.43206297167563,0.257404378036082
"957",957,"IGAC-BOL-SB-21",8.870510879,-74.10031641,34.48113208,38.37971698,27.13915094,-0.239434908736779,0.107116838196021
"960",960,"IGAC-BOL-SB-27",8.813307429,-74.31495036,53.60687569,38.83244355,7.56068076,-1.95871610389192,-0.322421266448765
"961",961,"IGAC-BOL-SB-28",8.40049496,-74.54822965,24.41835448,40.56198681,35.01965871,0.360574498935496,0.50749626024992
"963",963,"IGAC-BOL-SB-3",8.688908198,-74.10397083,20.80701697,32.19371773,46.9992653,0.814841685529966,0.436481047819765
"964",964,"IGAC-BOL-SB-30",8.43103246,-74.53530576,16.83904755,58.03850501,25.12244744,0.400061318364242,1.2374062213326
"965",965,"IGAC-BOL-SB-31",8.409504953,-74.54689457,38.35539914,57.14828007,4.496320789,-2.14363584391037,0.398753990951809
"966",966,"IGAC-BOL-SB-32",7.891388886,-74.2513889,32.61830123,27.85226496,39.52943381,0.192172035883225,-0.157959228101067
"967",967,"IGAC-BOL-SB-33",7.891666671,-74.24861112,20.6974809,27.53945913,51.76305997,0.916664769662808,0.285607856460469
"968",968,"IGAC-BOL-SB-34",7.985444606,-74.05992073,14.88198774,14.35431662,70.76369564,1.55919449057936,-0.0361008984331826
"969",969,"IGAC-BOL-SB-35",7.880689357,-74.24741364,23.56851304,28.15180328,48.27968368,0.717099216443587,0.177699784231245
"971",971,"IGAC-BOL-SB-37",7.929166672,-74.32555556,6.889379219,21.73048779,71.380133,2.33803859919977,1.14873525965693
"973",973,"IGAC-BOL-SB-4",8.753038478,-74.01224434,8.433062962,24.46049223,67.10644481,2.07412004049484,1.06489920722272
"977",977,"IGAC-BOL-SB-43",7.704166667,-73.9375,19.73160173,36.08946609,44.17893218,0.806026528737145,0.603779525493895
"978",978,"IGAC-BOL-SB-44",7.356944446,-74.03250001,28.77587923,53.76494216,17.45917861,-0.499672004280275,0.625084112564788
"980",980,"IGAC-BOL-SB-49",7.96611111,-74.04861111,19.4368932,17.7184466,62.84466019,1.17349299880371,-0.0925666937683628
"981",981,"IGAC-BOL-SB-5",8.882222216,-74.10972221,34.30228477,22.23756477,43.46015045,0.236632473302531,-0.433428997688451
"984",984,"IGAC-BOL-SB-53",7.945831391,-73.96747191,22.74762689,38.90662211,38.345751,0.522182898940066,0.53670364289788
"986",986,"IGAC-BOL-SB-55",7.899999992,-73.99222222,19.40631164,46.89053254,33.70315582,0.551993122059324,0.882217434831022
"987",987,"IGAC-BOL-SB-56",7.94222222,-73.98111111,40.17144404,31.02432756,28.8042284,-0.332634200135709,-0.258384739223113
"988",988,"IGAC-BOL-SB-57",7.88805556,-73.94583333,33.73337195,53.93124685,12.3353812,-1.00601595951174,0.469222415919338
"989",989,"IGAC-BOL-SB-60",7.608333333,-73.94777778,15.72912085,49.02654204,35.24433712,0.806791041785609,1.13684800025457
"990",990,"IGAC-BOL-SB-63",7.389444433,-74.09583333,29.2437978,18.28429739,52.47190481,0.584610369711058,-0.469624884790652
"991",991,"IGAC-BOL-SB-64",7.1375,-74.15138889,12.90552586,27.51617331,59.57830083,1.52963584685707,0.757118371273706
"992",992,"IGAC-BOL-SB-65",7.140639872,-74.15299137,27.73048257,38.97612356,33.29339387,0.182826733095265,0.340416980309917
"993",993,"IGAC-BOL-SB-66",7.284831432,-74.00774833,34.69118442,40.55525509,24.75356048,-0.337516266933547,0.156179764099615
"994",994,"IGAC-BOL-SB-67",7.283633402,-74.00693015,26.92857143,24.23809524,48.83333333,0.59522528183495,-0.105262278980117
"995",995,"IGAC-BOL-SB-68",7.408888889,-74.09305556,24.48931356,6.030342324,69.48034411,1.04280705283739,-1.40143306189451
"999",999,"IGAC-BOL-SB-8",8.794999997,-74.15611111,3.454645708,71.48881921,25.05653508,1.98141476770059,3.02982115554309
"1000",1000,"IGAC-BOY-174A",5.568490162,-72.89028334,24.19668694,37.99853077,37.80478229,0.44621988974684,0.451331774546805
"1002",1002,"IGAC-BOY-282",5.990655293,-72.89670869,26.72031731,31.57519648,41.70448621,0.445184482019559,0.166947666889507
"1003",1003,"IGAC-BOY-355",6.416299936,-72.68903604,37.06646969,24.71230819,38.22122212,0.0306781352141937,-0.405411352208013
"1004",1004,"IGAC-BOY-357-A",6.484621602,-72.68163772,33.45112782,18.36278195,48.18609023,0.364984892370444,-0.599759606552624
"1005",1005,"IGAC-BOY-364-A",6.556601233,-72.74630519,27.58566193,28.73749494,43.67684312,0.459521913482245,0.0409065715639096
"1006",1006,"IGAC-BOY-503",6.111720489,-72.83143248,13.14189648,23.78243855,63.07566498,1.56852970574963,0.593142100853294
"1007",1007,"IGAC-BOY-504-A",6.164982527,-72.7690272,13.45454545,16.7012987,69.84415584,1.64694941428772,0.216169482238214
"1008",1008,"IGAC-BOY-531",5.896565158,-72.82417908,21.98884258,33.9803578,44.03079961,0.694354210918153,0.43524747665477
"1009",1009,"IGAC-BOY-611",5.550580023,-73.05469181,24.56862745,37.51633987,37.91503268,0.433877351948686,0.423306245808502
"1010",1010,"IGAC-BOY-691",5.570681319,-73.22079134,17.12228305,25.42059208,57.45712486,1.21065829750913,0.39517883983939
"1013",1013,"IGAC-BOY-B-104",5.369883564,-73.26983235,20.02470335,22.25265422,57.72264243,1.05868283414115,0.105494613422013
"1015",1015,"IGAC-BOY-B-109",5.368829076,-73.3003629,19.11082296,34.20432678,46.68485026,0.893164884787385,0.582097328412276
"1016",1016,"IGAC-BOY-B-124",5.317112266,-73.49411395,23.63932467,41.96542801,34.39524732,0.375006770661189,0.573934511825447
"1018",1018,"IGAC-BOY-B-14",5.469938171,-73.29398962,29.48012667,25.79059983,44.7292735,0.416911811293734,-0.13370628626089
"1019",1019,"IGAC-BOY-B-140",5.288286684,-73.5136318,35.30710434,26.6001344,38.09276126,0.0759400711252,-0.283167931374145
"1020",1020,"IGAC-BOY-B-149",5.34321437,-73.56959759,23.67562623,20.64581155,55.67856223,0.85514910384301,-0.136933621505404
"1021",1021,"IGAC-BOY-B-150",5.337839139,-73.57579088,13.52505608,23.87912456,62.59581936,1.53215452136985,0.568460656766396
"1022",1022,"IGAC-BOY-B-16",5.454260988,-73.44097742,30.9505751,25.41830209,43.63112281,0.343379141078709,-0.196922111267187
"1024",1024,"IGAC-BOY-B-55",5.398740163,-73.36675507,12.16742593,22.27143294,65.56114113,1.68422078443319,0.604542447981086
"1026",1026,"IGAC-BOY-B-98",5.417257037,-73.50145925,11,22,67,1.8067973465926,0.693147180559945
"1027",1027,"IGAC-BOY-J-17A",5.681170865,-73.03772127,13.55133228,20.09630403,66.35236369,1.58849451897084,0.394051053313188
"1028",1028,"IGAC-BOY-J-21",5.60093647,-72.97749089,45.29335217,13.1844729,41.52217494,-0.0869326500721759,-1.23412042874658
"1030",1030,"IGAC-BOY-J-37A",5.678331515,-73.00291448,23.38059509,17.1817765,59.4376284,0.9330210918844,-0.308057092338838
"1031",1031,"IGAC-BOY-J-4",5.583149549,-72.89623182,22.50583276,29.18919405,48.30497319,0.763760010561428,0.260024064608922
"1032",1032,"IGAC-BOY-P-1317",6.085416308,-74.45525023,17.49688493,22.27799181,60.22512326,1.23606673407233,0.241576415710799
"1034",1034,"IGAC-BOY-P-1509",5.885470928,-74.51357456,4.690976265,6.246925261,89.06209847,2.94369314240103,0.286448664812397
"1035",1035,"IGAC-BOY-P-1530",5.929774796,-74.33177927,14.04119056,16.02363826,69.93517118,1.60557349420637,0.132069830497693
"1036",1036,"IGAC-BOY-P-1602",6.094951404,-74.44904172,7.753692641,21.91975738,70.32654998,2.20498019467876,1.03921919389189
"1037",1037,"IGAC-BOY-P-503A",6.109770157,-72.85613065,27.83322109,32.0498706,40.11690831,0.365567588571621,0.141062835431073
"1038",1038,"IGAC-BOY-PB-11A",5.776267976,-72.75130091,45.22256561,29.25090948,25.52652492,-0.571878096939319,-0.435685534891258
"1039",1039,"IGAC-BOY-PB-13A",5.81221876,-72.77731385,22,50,28,0.241162056816888,0.82098055206983
"1041",1041,"IGAC-BOY-PB-15A",6.178449783,-72.46208715,18.66104738,27.61744211,53.72151051,1.05737516593208,0.392009210094239
"1042",1042,"IGAC-BOY-PB-18",5.793099413,-73.07112804,47.31340128,43.06480336,9.621795359,-1.59276270550796,-0.0940875444177241
"1046",1046,"IGAC-BOY-PB-21",5.799280501,-72.81913354,13.44193424,23.6636316,62.89443416,1.5430784312621,0.565560096489284
"1047",1047,"IGAC-BOY-PB-21A",5.656722176,-73.17290948,29.73115193,20.15524507,50.113603,0.522097105559318,-0.388730826882612
"1048",1048,"IGAC-BOY-PB-22",5.401541128,-72.70137186,32.7041847,35.67604618,31.61976912,-0.0337205121456045,0.0869764460382565
"1049",1049,"IGAC-BOY-PB-23A",5.449923626,-72.71813644,25.58015267,37.58015267,36.83969466,0.36475915861162,0.384659292042807
"1050",1050,"IGAC-BOY-PB-24A",5.399477338,-72.71576421,7.682253913,34.53102128,57.78672481,2.01784609237315,1.50294510520611
"1051",1051,"IGAC-BOY-PB-27",5.712801229,-73.22091155,51.68402648,32.53597918,15.77999434,-1.1864058114683,-0.462802239505935
"1052",1052,"IGAC-BOY-PB-28",5.682319739,-73.33742288,20.13794829,40.88809581,38.97395591,0.66028761616648,0.708232954985696
"1053",1053,"IGAC-BOY-PB-3",5.918665834,-73.1380571,24.4596041,19.95689338,55.58350252,0.820863495442192,-0.203448328033649
"1057",1057,"IGAC-BOY-PB-42A",5.563158935,-72.58157463,10.18282268,14.20287022,75.6143071,2.004943262933,0.332741822649121
"1059",1059,"IGAC-BOY-PB-45A",5.483312514,-72.49074115,8,10,82,2.32727770558442,0.22314355131421
"1062",1062,"IGAC-BOY-PB-5A",5.578103847,-72.69842341,6.537388603,40.26428948,53.19832192,2.09648906344118,1.8179271694454
"1063",1063,"IGAC-BOY-PB-64A",6.302233802,-72.39979108,16.21892547,35.11101008,48.67006445,1.09888534880168,0.772335959511023
"1064",1064,"IGAC-BOY-PB-65",5.820670263,-73.47250423,5.946906061,62.84827092,31.20482302,1.65770157227484,2.35785232887255
"1065",1065,"IGAC-BOY-PB-71",5.769517272,-73.46326879,6.527106756,50.17509411,43.29779914,1.89213802996236,2.03955499473715
"1066",1066,"IGAC-BOY-PB-80",5.682799709,-73.58673125,40.87054296,34.52933417,24.60012286,-0.507658145303311,-0.168600353974877
"1068",1068,"IGAC-BOY-PB-87",5.553400833,-73.63694679,16.49910631,44.99777262,38.50312106,0.847433088092172,1.00330677480259
"1069",1069,"IGAC-BOY-PBC-1",6.985418367,-72.12855817,13.00916696,34.40423715,52.58659589,1.39680699655136,0.972525470030524
"1070",1070,"IGAC-BOY-PBC-11",7.003581646,-71.98520928,7.905869621,37.84002821,54.25410217,1.92607313200614,1.56576201609825
"1071",1071,"IGAC-BOY-PBC-12",6.995681008,-71.97028128,2,14.3415018,83.6584982,3.73359583406181,1.9700103771614
"1072",1072,"IGAC-BOY-PBC-2",6.991819213,-72.12453683,41.22488559,35.31019339,23.46492102,-0.563535509807416,-0.154870406340063
"1073",1073,"IGAC-BOY-PBC-3",7.015134861,-72.1085359,14.29878776,38.25414282,47.44706943,1.19944000028176,0.984077101782616
"1076",1076,"IGAC-BOY-PJ-101",5.64805244,-74.06405548,31.86599733,49.81200978,18.32199289,-0.55343739134508,0.446716588317165
"1077",1077,"IGAC-BOY-PJ-112",5.574455707,-73.89834728,11.06981354,29.03502827,59.8951582,1.68837376761181,0.96428106961911
"1078",1078,"IGAC-BOY-PJ-124",5.761978098,-74.57878911,8.172751179,23.00957054,68.81767828,2.13065506987419,1.03510464601115
"1079",1079,"IGAC-BOY-PJ-126",5.904071042,-74.5784443,5.890515778,64.01623211,30.09325212,1.63095740231182,2.38579311566995
"1080",1080,"IGAC-BOY-PJ-13",5.51956954,-74.05659602,37.58346648,33.19987373,29.21665979,-0.251825145082337,-0.124018159811545
"1082",1082,"IGAC-BOY-PJ-136",5.928874818,-74.52489712,40.00290009,24.04043519,35.95666473,-0.106637497877678,-0.509214741487197
"1083",1083,"IGAC-BOY-PJ-137",5.868507375,-74.56800246,27.42617446,29.07233145,43.5014941,0.461297454956608,0.0582890829186088
"1084",1084,"IGAC-BOY-PJ-14",5.517120115,-74.07017988,28.88921497,30.55539252,40.55539252,0.339200415144714,0.0560728435683434
"1085",1085,"IGAC-BOY-PJ-145",5.785050383,-74.60320431,23.81052653,30.7178098,45.47166368,0.646961581615491,0.254714836092916
"1086",1086,"IGAC-BOY-PJ-146",6.02747676,-74.46142439,2.994273496,11.85096958,85.15475693,3.34776864098997,1.37570805547617
"1087",1087,"IGAC-BOY-PJ-18",5.449212753,-74.04116984,18,24,58,1.17007125265025,0.287682072451781
"1088",1088,"IGAC-BOY-PJ-27",5.4898072,-73.97822294,17.75705622,25.0575639,57.18537988,1.16951529876487,0.344392763601287
"1089",1089,"IGAC-BOY-PJ-32",5.549282183,-74.01413319,28.51390542,43.60881497,27.87727962,-0.0225798712330045,0.424867430371573
"1090",1090,"IGAC-BOY-PJ-34",5.711110177,-73.9210616,26.07136015,43.17935824,30.74928161,0.165029232122974,0.504525162959674
"1091",1091,"IGAC-BOY-PJ-36",5.695056466,-73.92192609,31.86949876,52.0080303,16.12247095,-0.681435390590981,0.489748734842662
"1093",1093,"IGAC-BOY-PJ-45",5.738561992,-72.99099587,12,56,32,0.980829253011726,1.54044504094715
"1094",1094,"IGAC-BOY-PJ-5",5.523738273,-74.1263192,37.76748159,33.74364308,28.48887533,-0.281934785205333,-0.112656410586813
"1095",1095,"IGAC-BOY-PJ-68",5.505926648,-73.70566447,26,28,46,0.570544858467613,0.0741079721537218
"1096",1096,"IGAC-BOY-PJ-79",5.699820376,-73.73691629,11.41370282,17.96143891,70.62485827,1.82256754733904,0.453412541819023
"1097",1097,"IGAC-BOY-PJ-8",5.510957376,-74.07496422,30,40.41869557,29.58130443,-0.0140548269745246,0.298095057897469
"1099",1099,"IGAC-BOY-PJ-85",5.609079869,-73.74160413,29.30361374,41.0647556,29.63163065,0.0111315495667907,0.337439381380244
"1100",1100,"IGAC-BOY-PJ-86",5.603835639,-73.72707552,25.3657035,37.7100436,36.9242529,0.375470589606169,0.396528461759538
"1101",1101,"IGAC-BOY-PJ-87",5.626123964,-73.78088231,61.53664273,20.65453701,17.80882026,-1.23993895933896,-1.0916978089304
"1102",1102,"IGAC-BOY-PJ-97",5.722674549,-73.98851867,46.31159484,30.33617016,23.35223501,-0.684699660942651,-0.423051623015827
"1103",1103,"IGAC-BOY-PJ-98",5.692660488,-73.97031841,33.79636073,46.152837,20.05080227,-0.522083959563612,0.31160530653356
"1104",1104,"IGAC-BOY-R-01",5.428591772,-73.52573822,35.7574321,46.2783166,17.9642513,-0.688374394225852,0.257915388977396
"1105",1105,"IGAC-BOY-R-02",5.500995976,-73.38013439,31.01982866,32.16402503,36.81614631,0.171309873172533,0.0362219586848949
"1106",1106,"IGAC-BOY-R-03",5.536985684,-72.79213206,26,28,46,0.570544858467613,0.0741079721537218
"1107",1107,"IGAC-BOY-R-04",4.821097673,-73.07691169,15.74698135,42.25872353,41.99429512,0.980885091996387,0.987162119988187
"1108",1108,"IGAC-BOY-R-05",5.662491306,-73.78502833,40.39218779,41.7498847,17.85792751,-0.816188866892135,0.0330602948826392
"1109",1109,"IGAC-CAL-A-15",5.753210558,-74.66793582,49.18923771,29.90721274,20.90354955,-0.855755874359542,-0.497575173770015
"1110",1110,"IGAC-CAL-A-25",5.768415326,-74.70799199,34.5043636,15.43064954,50.06498686,0.372236101502261,-0.804730035792561
"1111",1111,"IGAC-CAL-A-36",5.361267525,-74.70840426,9.812400811,17.82035459,72.3672446,1.99810679974142,0.596694345649109
"1112",1112,"IGAC-CAL-A-4",5.695806945,-74.74253381,6.933555431,15.46530469,77.60113988,2.41520938541313,0.802226377007071
"1114",1114,"IGAC-CAL-A-7",5.627224149,-74.68767624,36.69419751,44.45623155,18.84957094,-0.666128484734652,0.191886507918936
"1117",1117,"IGAC-CAL-C-58",5.577216033,-75.08684358,31.45712156,15.93870047,52.60417797,0.514170147464647,-0.679875254522339
"1118",1118,"IGAC-CAL-C-61",5.024301584,-75.46354059,5.663963516,13.51528805,80.82074843,2.65810980507629,0.869697577870323
"1121",1121,"IGAC-CAL-PC-1",4.841630914,-75.36438841,3.586763793,15.74882559,80.66441061,3.11304712392126,1.4795154512456
"1122",1122,"IGAC-CAL-PC-10",5.336949511,-75.45318067,13.31590654,29.73395814,56.95013532,1.45321676494583,0.803330463310263
"1123",1123,"IGAC-CAL-PC-11",5.340768096,-75.43177297,17.54328146,36.27905922,46.17765932,0.967825062806009,0.726569639994709
"1124",1124,"IGAC-CAL-PC-13",5.379783681,-75.49553227,19.64897348,45.63112483,34.71990169,0.569287961531783,0.842564948995065
"1125",1125,"IGAC-CAL-PC-14",5.411915044,-75.47154386,26.69359756,31.56453252,41.74186992,0.447080954987685,0.167610356744206
"1127",1127,"IGAC-CAL-PC-16",5.724355881,-75.58793594,18.55481643,23.90754999,57.53763358,1.1317098295836,0.253464907041606
"1128",1128,"IGAC-CAL-PC-17",5.548188771,-75.54688011,18.65958133,18.64498807,62.69543059,1.21192880922636,-0.000782384623606517
"1130",1130,"IGAC-CAL-PC-19",5.475499937,-75.63749088,22.82697635,41.68550724,35.48751642,0.441237974688953,0.602210510386281
"1131",1131,"IGAC-CAL-PC-20",5.474399465,-75.69188754,31.66941013,26.53922752,41.79136235,0.277338440968755,-0.176727312638231
"1132",1132,"IGAC-CAL-PC-21",5.370372121,-75.67045952,33.65674389,37.93591806,28.40733805,-0.169565954954859,0.119684920577729
"1135",1135,"IGAC-CAL-PC-24",5.56970954,-74.76773846,14.85638298,10,75.14361702,1.62097157286357,-0.395844510207111
"1136",1136,"IGAC-CAL-PC-25",5.584677925,-74.82057097,33.03090925,18.65930937,48.30978138,0.380190286170353,-0.571098583548409
"1138",1138,"IGAC-CAL-PC-27",5.555751238,-74.97488726,10.56086384,24.65622481,64.78291135,1.81388677688235,0.847874318435238
"1139",1139,"IGAC-CAL-PC-28",5.536423069,-75.03066652,4,16,80,2.99573227355399,1.38629436111989
"1140",1140,"IGAC-CAL-PC-29",5.530696434,-75.03965854,1.98502632,14.33732999,83.67764369,3.74133966784275,1.97723445117231
